year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 4,materials science and engineering,No,To go to class,4,38,2024-10-03,No,COM3,LT27 / S17,D2,1900-01-01 15:04:44,Sunny,22,6,9,8,5,7,6,1
Year 1,data science and analytics,Yes,To go to class,4,40,2024-09-28,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 21:19:35,Sunny,1,14,3,10,2,2,3,2
Year 4,sociology,No,To go to CCA sessions,1,23,2024-09-28,No,UTown,LT27 / S17,D2,1900-01-01 13:10:13,Sunny,28,3,7,8,10,7,9,3
Year 1,data science and analytics,No,To go to class,4,43,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:46:40,Sunny,64,6,5,10,3,6,7,5
Year 3,data science and analytics,No,To go to class,3,43,2024-09-24,No,IT / CLB,UTown,D1,1900-01-01 17:08:34,Sunny,34,20,3,7,6,7,8,8
Year 2,computer science,No,To go to class,1,6,2024-09-30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:59:40,Rainy,30,9,4,5,4,3,7,7
Year 1,data science and analytics,Yes,To go to class,4,15,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 12:45:53,Sunny,60,8,5,10,7,6,10,5
Year 3,data science and analytics,No,To go for meals,1,14,2024-09-23,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:19:04,Sunny,32,3,6,3,9,9,10,8
Year 4,anthropology,No,To go to class,2,17,2024-10-02,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:20:37,Sunny,38,11,7,10,4,6,7,7
Year 1,data science and analytics,No,To go to class,2,25,2024-10-01,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:59:20,Rainy,11,14,5,10,5,3,7,3
Year 3,data science and analytics,No,To go to class,6,13,2024-09-29,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 17:13:23,Rainy,25,3,7,3,3,5,8,9
Year 2,quantitative finance,Yes,To go to class,2,28,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 19:55:41,Sunny,36,3,6,7,10,6,8,3
Year 3,data science and analytics,No,To go to class,4,11,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:53:12,Sunny,37,13,7,5,1,4,7,5
Year 1,data science and analytics,Yes,To go for meals,3,22,2024-09-30,No,UTown,IT / CLB,D1,1900-01-01 18:23:05,Sunny,8,17,4,4,8,6,1,4
Year 3,data science and analytics,No,To go to class,2,14,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:00:13,Sunny,5,8,10,5,6,7,8,6
Year 1,data science and analytics,Yes,To go to CCA sessions,2,9,2024-09-27,No,BIZ2 / Opp HSSML,UTown,A2,1900-01-01 13:41:31,Sunny,14,9,6,3,10,6,8,7
Year 4,computer science,No,To go for meals,2,10,2024-10-03,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 11:08:54,Sunny,54,3,5,7,4,6,7,4
Year 1,data science and analytics,No,To go to class,4,35,2024-09-27,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 10:33:55,Rainy,39,19,6,5,6,5,8,2
Year 3,data science and analytics,No,To go to MRT,2,33,2024-10-03,No,UTown,UHC / Opp UHC,D2,1900-01-01 11:50:43,Rainy,6,8,8,3,2,4,10,1
Year 2,data science and analytics,No,To go to class,4,19,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:24:33,Sunny,30,17,2,5,8,7,10,4
Year 3,data science and analytics,No,To go to class,4,13,2024-10-01,No,COM3,LT27 / S17,D2,1900-01-01 13:29:33,Sunny,28,4,1,9,4,7,6,7
Year 3,data science and analytics,No,To go to class,4,17,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:47:41,Sunny,18,15,4,5,6,3,7,6
Year 1,data science and analytics,No,To go to class,2,7,2024-09-23,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:36:38,Sunny,2,4,6,2,5,6,10,5
Year 2,chemistry,No,To go to class,2,12,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 12:57:40,Sunny,72,6,6,9,3,5,6,5
Year 1,anthropology,No,To go to CCA sessions,4,10,2024-10-03,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 12:33:49,Sunny,18,9,7,3,8,10,10,3
Year 3,environmental studies,No,To go to class,2,31,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 17:08:25,Sunny,36,20,8,8,8,5,9,8
Year 1,computer science,Yes,To go to class,1,25,2024-10-02,No,LT27 / S17,UTown,D2,1900-01-01 10:08:35,Sunny,59,2,4,9,4,3,9,5
Year 4,data science and analytics,No,To go to class,2,27,2024-09-26,No,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 10:37:35,Sunny,8,5,7,1,7,6,7,6
Year 3,business,No,To go to MRT,2,24,2024-09-30,Yes,LT27 / S17,LT13 / Ventus,A1,1900-01-01 10:28:31,Sunny,5,6,7,3,9,8,8,5
Year 2,engineering,Yes,To go to class,2,19,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:40:41,Sunny,3,4,1,7,8,2,8,10
Year 2,data science and analytics,No,To go to class,2,15,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 14:45:58,Rainy,23,20,8,7,5,7,8,2
Year 1,biomedical engineering,No,To go to class,4,12,2024-09-30,No,UTown,UHC / Opp UHC,D2,1900-01-01 15:13:31,Sunny,11,11,8,8,3,7,5,9
Year 2,data science and analytics,No,To go to CCA sessions,2,37,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 13:11:21,Sunny,51,23,8,3,5,4,5,10
Year 3,data science and analytics,No,To go to class,2,30,2024-09-22,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A1,1900-01-01 14:39:21,Sunny,29,15,5,9,3,5,6,10
Year 4,psychology,No,To go to class,4,26,2024-10-03,Yes,UHC / Opp UHC,UTown,D2,1900-01-01 09:46:24,Sunny,14,10,7,1,9,1,9,5
Year 3,economics,No,To go to class,2,9,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:29:44,Sunny,25,2,3,6,6,6,6,8
Year 3,life sciences,Yes,To go to MRT,2,12,2024-09-30,No,UTown,LT27 / S17,D2,1900-01-01 14:05:14,Sunny,46,24,8,6,7,6,7,5
Year 3,environmental studies,No,To go to class,2,8,2024-09-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:37:03,Sunny,59,3,7,6,8,2,7,8
Year 2,data science and analytics,Yes,To go to class,1,13,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:27:57,Sunny,47,17,5,9,7,3,8,3
Year 3,computer science,No,To go to class,4,11,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 15:45:13,Sunny,34,6,7,9,2,7,7,3
Year 2,computer science,Yes,To go to class,2,21,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:55:19,Sunny,6,6,8,7,7,5,10,2
Year 1,life sciences,No,To go to class,4,21,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:12:08,Sunny,34,4,6,5,3,1,7,3
Year 1,mathematics,Yes,To go to class,3,10,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:10:15,Sunny,13,3,9,8,9,3,3,2
Year 3,nursing,No,To go to class,2,17,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:39:53,Sunny,62,0,4,7,4,4,9,6
Year 3,data science and analytics,No,To go to class,3,15,2024-09-28,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:23:36,Sunny,63,24,3,9,4,3,3,4
Year 3,data science and analytics,Yes,To go to class,2,38,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 08:28:26,Sunny,63,6,7,3,6,3,9,5
Year 3,data science and analytics,No,To go to class,2,13,2024-09-30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:24:14,Sunny,8,10,6,5,4,7,9,7
Year 3,computer science,No,To go to class,2,20,2024-09-30,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 12:10:40,Sunny,50,8,8,5,4,5,9,9
Year 3,mathematics,No,To go to class,2,10,2024-09-30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:58:53,Sunny,15,2,8,6,5,5,5,7
Year 1,data science and analytics,Yes,To go for meals,1,21,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 07:58:55,Sunny,86,7,8,7,4,2,7,7
Year 1,data science and analytics,No,To go to class,2,11,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 10:54:17,Sunny,24,6,4,5,6,4,5,6
Year 1,data science and analytics,Yes,To go to class,2,16,2024-09-29,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:02:02,Sunny,21,17,8,5,8,7,3,10
Year 1,data science and analytics,No,To go to class,2,47,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:35:27,Sunny,33,8,4,7,5,1,6,7
Year 3,computer science,No,To go to class,2,30,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:44:30,Rainy,31,8,7,9,8,7,8,8
Year 3,data science and analytics,Yes,To go to class,2,46,2024-09-20,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:49:55,Sunny,47,17,4,7,5,7,3,5
Year 2,quantitative finance,No,To go to class,4,21,2024-10-03,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:46:17,Rainy,4,9,8,8,5,9,9,10
Year 1,computer science,No,To go to MRT,2,7,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 09:55:22,Sunny,52,6,6,7,6,5,3,6
Year 1,data science and analytics,No,To go to class,2,8,2024-10-01,No,IT / CLB,LT27 / S17,A2,1900-01-01 09:17:33,Sunny,40,15,8,5,4,3,8,5
Year 1,data science and analytics,No,To go to class,4,21,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 12:36:46,Rainy,62,9,10,9,5,7,5,10
Year 1,data science and analytics,No,To go to class,3,7,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 15:19:19,Sunny,40,11,6,8,5,7,4,4
Year 4,environmental studies,No,To go to class,2,55,2024-10-03,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:52:01,Rainy,39,8,8,9,6,6,5,8
Year 3,data science and analytics,No,To go to class,2,19,2024-09-23,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:42:04,Sunny,28,14,5,9,3,7,5,5
Year 3,data science and analytics,No,To go to class,3,13,2024-10-03,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:04:26,Sunny,17,10,8,6,8,8,7,8
Year 1,computer science,Yes,To go to class,2,23,2024-09-23,No,IT / CLB,LT27 / S17,A2,1900-01-01 09:00:18,Sunny,40,8,5,4,4,5,8,6
Year 1,business administration,No,To go to class,2,24,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:21:04,Sunny,53,3,7,8,4,9,8,7
Year 3,environmental studies,Yes,To go to CCA sessions,2,15,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 21:40:57,Sunny,19,10,7,7,9,8,7,5
Year 2,data science and analytics,No,To go to class,2,14,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 15:32:54,Sunny,22,20,7,7,5,6,7,7
Year 3,data science and analytics,No,To go to CCA sessions,2,31,2024-09-29,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:49:13,Sunny,19,9,3,7,7,7,5,8
Year 4,computer science,No,To go to class,2,22,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 14:47:47,Sunny,52,7,3,8,8,7,3,5
Year 1,data science and analytics,No,To go to class,2,17,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:36:15,Sunny,64,7,4,9,4,2,4,6
Year 3,history,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",1,17,2024-09-26,No,LT27 / S17,IT / CLB,A1,1900-01-01 18:05:46,Sunny,27,12,5,6,8,7,7,4
Year 1,materials science and engineering,No,To go to class,3,14,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,A1,1900-01-01 15:59:08,Sunny,49,0,8,3,8,5,7,7
Year 4,data science and analytics,No,To go to class,2,13,2024-10-02,No,UTown,LT27 / S17,D2,1900-01-01 11:22:30,Sunny,11,8,4,3,9,10,7,6
Year 3,data science and analytics,No,To go to class,2,50,2024-09-30,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 13:48:49,Sunny,17,10,2,8,8,9,10,5
Year 1,data science and analytics,No,To go to class,2,19,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 12:31:59,Rainy,20,21,6,6,3,2,8,8
Year 3,engineering - material science and engineering,Yes,To go to class,2,24,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:31:33,Sunny,22,2,4,6,5,10,8,6
Year 1,data science and analytics,No,To go to class,4,9,2024-10-01,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:00:48,Sunny,48,20,3,9,3,10,5,6
Year 4,data science and analytics,No,To go to class,2,27,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 12:23:51,Sunny,62,2,7,1,5,6,7,6
Year 2,political science,No,To go to class,2,25,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 12:41:48,Sunny,34,10,7,5,10,5,7,10
Year 1,data science and analytics,No,To go to class,2,50,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 10:43:48,Sunny,12,7,8,7,5,9,3,6
Year 4,mechanical engineering,No,To go to class,2,29,2024-09-21,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:53:24,Sunny,4,7,8,10,5,5,8,5
Year 4,data science and analytics,No,To go to class,2,28,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 18:25:14,Rainy,43,10,4,10,8,6,5,8
Year 3,data science and analytics,No,To go to class,2,16,2024-09-22,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 17:52:43,Sunny,19,4,4,5,4,7,6,6
Year 3,computer science,No,To go to class,2,26,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 09:47:29,Sunny,17,2,7,7,6,5,9,8
Year 4,business administration,Yes,To go to class,2,21,2024-10-02,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:47:41,Rainy,14,7,5,10,2,9,4,4
Year 1,life sciences,Yes,To go to class,2,34,2024-09-29,No,UTown,UHC / Opp UHC,D2,1900-01-01 11:16:39,Sunny,28,7,9,4,10,8,5,5
Year 3,data science and analytics,No,To go to class,2,45,2024-09-23,No,LT27 / S17,IT / CLB,A1,1900-01-01 09:43:35,Rainy,32,9,7,10,6,3,6,7
Year 3,data science and analytics,Yes,To go to class,2,32,2024-10-03,No,LT27 / S17,UTown,D2,1900-01-01 13:05:05,Sunny,59,15,3,10,4,3,5,4
Year 4,data science and analytics,No,To go to class,2,19,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 12:47:52,Sunny,31,7,7,9,4,7,5,8
Year 4,materials science and engineering,Yes,To go to class,2,49,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 09:22:09,Sunny,41,6,8,3,8,6,8,10
Year 3,data science and analytics,No,To go to class,4,12,2024-09-29,No,UTown,LT27 / S17,D2,1900-01-01 09:22:24,Sunny,32,0,5,9,8,7,8,5
Year 2,data science and analytics,No,To go to class,2,10,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 17:08:26,Sunny,17,6,6,10,3,3,3,5
Year 3,data science and analytics,No,To go to class,2,14,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:35:46,Rainy,74,2,6,9,4,7,3,8
Year 3,data science and analytics,No,To go to class,3,22,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 12:05:50,Sunny,18,11,7,3,4,3,7,6
Year 2,data science and analytics,No,To go to class,4,6,2024-10-03,No,COM3,LT27 / S17,D2,1900-01-01 08:15:50,Rainy,60,5,6,7,2,7,4,9
Year 2,global studies,No,To go to CCA sessions,4,21,2024-09-26,No,UTown,LT27 / S17,D2,1900-01-01 15:13:10,Sunny,47,5,4,10,6,7,8,6
Year 2,pharmaceutical science,No,To go to class,2,10,2024-10-03,No,IT / CLB,UTown,D1,1900-01-01 17:38:46,Sunny,19,6,3,4,7,7,7,6
Year 4,data science and analytics,No,To go to class,2,19,2024-09-29,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 19:05:22,Sunny,21,6,7,3,9,5,8,7
Year 4,computer science,No,To go to MRT,4,26,2024-10-03,No,UTown,UHC / Opp UHC,D2,1900-01-01 11:50:30,Rainy,40,3,5,9,3,3,9,8
Year 3,data science and analytics,No,To go to MRT,2,21,2024-09-27,No,LT27 / S17,IT / CLB,A1,1900-01-01 08:37:27,Sunny,35,9,7,9,6,6,8,7
Year 3,life sciences,No,To go to class,1,24,2024-10-01,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 14:38:03,Sunny,43,17,7,8,4,6,8,4
Year 3,business administration,No,To go to class,2,19,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:16:32,Sunny,40,3,8,9,5,1,9,3
Year 3,computer science,No,To go to class,4,8,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 10:29:52,Sunny,28,3,7,10,3,6,4,8
Year 1,dentistry,No,To go to class,1,27,2024-09-22,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 15:35:38,Sunny,11,13,6,5,7,3,8,7
Year 1,data science and analytics,Yes,To go to class,2,26,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 17:20:52,Sunny,44,9,1,7,5,5,5,5
Year 3,economics,No,To go to class,2,32,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:23:31,Sunny,32,4,7,6,6,3,6,6
Year 2,data science and analytics,Yes,To go to class,2,48,2024-09-25,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 12:33:16,Sunny,55,13,10,7,7,7,8,4
Year 3,sociology,Yes,To go for meals,2,7,2024-09-30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:53:22,Sunny,32,0,9,4,2,3,5,8
Year 3,data science and analytics,No,To go to class,4,13,2024-10-03,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 13:34:57,Sunny,53,8,8,10,6,6,6,6
Year 2,data science and analytics,No,To go to class,1,42,2024-10-03,No,COM3,LT27 / S17,D2,1900-01-01 08:08:44,Sunny,71,10,6,9,8,7,3,8
Year 3,life sciences,No,To go for meals,2,17,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 15:59:36,Sunny,18,6,9,7,3,6,10,8
Year 3,data science and analytics,No,To go to MRT,2,7,2024-10-03,No,UTown,UHC / Opp UHC,D2,1900-01-01 09:58:48,Sunny,12,4,9,3,1,6,5,7
Year 3,life sciences,No,To go to class,2,28,2024-09-28,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:04:27,Rainy,6,16,1,10,6,7,3,10
Year 3,data science and analytics,No,To go to class,2,18,2024-09-26,No,UTown,UHC / Opp UHC,D2,1900-01-01 15:42:30,Sunny,32,11,8,8,3,7,4,6
Year 3,data science and analytics,No,To go to MRT,2,7,2024-10-02,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 18:39:48,Sunny,36,4,8,7,5,7,7,5
Year 4,anthropology,No,To go to class,2,28,2024-09-27,No,LT27 / S17,UTown,D2,1900-01-01 16:58:20,Rainy,1,14,6,8,1,8,4,5
Year 3,economics,Yes,To go to CCA sessions,2,18,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 21:00:21,Sunny,5,14,8,3,1,1,7,5
Year 3,dentistry,Yes,To go to class,2,29,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 09:39:26,Sunny,19,9,9,4,5,8,3,4
Year 1,data science and analytics,No,To go to class,4,15,2024-10-03,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 07:34:32,Sunny,29,8,4,9,3,7,6,4
Year 3,materials science and engineering,No,To go to class,2,23,2024-09-21,Yes,UHC / Opp UHC,UTown,D2,1900-01-01 13:49:23,Sunny,9,7,6,9,1,8,8,8
Year 3,law,No,To go to class,2,22,2024-10-03,Yes,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 19:27:52,Sunny,5,1,3,3,8,1,8,9
Year 2,data science and analytics,No,To go to class,4,17,2024-10-02,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 13:20:57,Sunny,35,2,7,5,6,3,7,7
Year 2,data science and analytics,No,To go to class,4,14,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:26:05,Sunny,27,6,2,3,2,10,5,4
Year 1,malay studies,No,To go to class,2,12,2024-10-02,No,COM3,LT27 / S17,D2,1900-01-01 13:11:47,Sunny,17,3,3,1,8,7,10,5
Year 1,dentistry,No,To go to class,1,7,2024-09-26,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:27:34,Sunny,8,16,8,10,6,9,5,2
Year 3,data science n psychology,Yes,To go to MRT,1,17,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:35:25,Rainy,16,2,7,7,6,6,9,4
Year 3,sociology,No,To go to class,2,8,2024-10-03,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:39:08,Sunny,42,8,1,1,5,6,3,8
Year 3,nursing,No,To go to class,2,25,2024-10-01,No,UTown,LT27 / S17,D2,1900-01-01 17:18:02,Sunny,14,21,7,7,6,2,9,8
Year 4,quantitative finance,No,To go to class,2,11,2024-10-01,Yes,UTown,IT / CLB,D1,1900-01-01 19:20:36,Sunny,3,1,6,7,9,9,4,5
Year 3,global studies,Yes,To go to CCA sessions,2,29,2024-10-03,No,IT / CLB,LT27 / S17,A2,1900-01-01 12:20:19,Rainy,10,15,6,9,5,5,6,5
Year 3,data science and analytics,No,To go to class,2,49,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 08:37:18,Sunny,37,23,2,9,8,6,9,5
Year 1,data science and analytics,No,To go to class,2,16,2024-10-02,No,UTown,UHC / Opp UHC,D2,1900-01-01 15:46:17,Sunny,22,7,7,3,8,7,7,6
Year 3,data science and analytics,No,To go to class,2,14,2024-09-23,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 20:42:51,Sunny,26,12,4,10,4,7,9,9
Year 4,nursing,No,To go to class,2,8,2024-09-23,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 14:02:38,Sunny,11,15,3,9,2,5,4,8
Year 3,engineering - material science and engineering,No,To go to class,1,6,2024-10-02,No,LT27 / S17,IT / CLB,A1,1900-01-01 07:41:16,Sunny,43,3,8,9,7,5,9,7
Year 2,data science and analytics,Yes,To go to class,3,42,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:15:26,Sunny,34,16,3,7,4,7,8,5
Year 3,sociology,No,To go to MRT,2,7,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 18:36:40,Sunny,4,1,8,3,2,6,9,7
Year 4,computer science,No,To go to class,2,11,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 09:33:51,Sunny,18,10,8,5,6,5,6,6
Year 1,sociology,No,To go to MRT,2,28,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 10:00:29,Sunny,41,4,6,8,8,2,5,8
Year 3,materials science and engineering,No,To go to class,0,26,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:34:25,Rainy,5,16,5,10,5,6,8,10
Year 3,materials science and engineering,Yes,To go to class,2,43,2024-10-03,No,IT / CLB,UTown,D1,1900-01-01 08:30:11,Rainy,53,11,1,10,5,8,10,2
Year 2,data science and analytics,No,To go to class,1,14,2024-09-26,No,IT / CLB,UTown,D1,1900-01-01 10:57:58,Rainy,15,4,5,8,3,7,8,8
Year 1,computer science,No,To go to class,2,8,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 10:12:40,Rainy,26,5,6,4,5,5,6,9
Year 2,data science and analytics,Yes,To go to CCA sessions,2,13,2024-09-26,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:11:03,Sunny,13,6,6,7,8,7,4,1
